Id,Organization,Type,Region,Location,Latitude,Longitude,Focus,Category,Year,Mission,Key_persons,Key_words,Contact_address,Contact_site,Contact_phone,Contact_fax,Contact_email,Active
58,Doughnut Economics Action Lab (DEAL),Research Centers & Networks,Cross-border Collaboration,Global,51.767838,-1.269615,Planetary Economics,Solutions & Economics,2019,"Doughnut Economics Action Lab (DEAL) is part of the emerging global movement of new economic thinking and doing. Our aim is to help create 21st century economies that are regenerative and distributive by design, so that they can meet the needs of all people within the means of the living planet. We call this Doughnut Economics. ","Members | DEAL (doughnuteconomics.org)
(412 members listed)","Planetary, economics, doughnut, regenerative, ecological ceiling, climate change, planetary boundaries, governance, sustainable, gaia, mapping, art, communities, bioconnection, transition, policy, cultural compass, socio-ecology, ","Doughnut Economics Action Lab (DEAL)
Aristotle House, 1 Aristotle Lane, North Oxford, Oxford, OX2 6TP, England, United Kingdom",https://doughnuteconomics.org/,,,,Active
59,Climate Security and Planetary Politics - International Political Science Association (IPSA),Research Centers & Networks,Cross-border Collaboration,Global,45.4963629,-73.58018164,Planetary Politics,Solutions & Politics,2022,"Examines the complex intersection between climate, security, sustainability and power. Of particular interest is how climate is framed as a human security issue, how it is used as a political capital in global geopolitics and how it has shaped and will continue to shape development policies, investment strategies, geopolitical relations and human security thinking and approaches. It will also focus on how climate security has revealed the deeper issues of economic inequality, political power disparity, resource exploitation and indigenous marginalization. It also focuses on the growing people’s movement for change and hope for global collaboration, progressive political action, collective empathy and people empowerment to save the planet and humanity.","Steven Ratuva (Chair)
Jovanie Espesor (Co-Vice Chair)
Ulrike Zeigermann (Co-Vice Chair)
Masaki Kataoka (Co-Secretary)
Dalila Gharbaoui (Co-Secretary)
Christina Laalaai-Tausa (Oceania Coordinator)
Suli Vunibola (Community Coordinator)","Planetary, climate, security, politics, human security, inequality, power, indigenous, marginalization, empowerment, exploitation, geopolitics","International Political Science Association (IPSA),
2155 rue Guy, Suite ER-731,
Montréal, Québec, H3H 2R9, Canada
",https://www.ipsa.org/page/rc52-climate-security-and-planetary-politics,"""+1 514 848 2424 ext. 8717""

""+1 514 848 2424 ext. 8748""","""+1 514 565 0529""",info@ipsa.org,Active
60,Planetary Health Alliance,Research Centers & Networks,Cross-border Collaboration,Global,42.33561371,-71.10213006,Planetary Health,Habitability & Hospitability,2015,"The Planetary Health Alliance is a growing consortium of over 300 universities, non-governmental organizations, research institutes, and government entities from over 60 countries around the world committed to understanding and addressing the impacts of global environmental change on human health and wellbeing.

To promote, mobilize, and lead an inclusive, transdisciplinary field of planetary health and its diverse science, stories, solutions, and communities to achieve the Great Transition, a comprehensive shift in how human beings interact with each other and Nature.","Sam Myers (Director)
Carlos Faerron (Associate Director)
Marie Studer (Senior Program Manager)","Planetary, health, transdisciplinary, Great Transition, Anthropocene, The Lancet","Planetary Health Alliance,
665 Huntington Ave, Building 1 Rm 1312,
Boston, MA 02115, United States of America
",https://www.planetaryhealthalliance.org/planetary-health,"""(617) 998 2626""",,pha@harvard.edu,Active
61,Earth4All,Organizations & Associations,Cross-border Collaboration,Global,47.2,8.5,Transformational Economics,Solutions & Economics,2020,"Earth4All builds on the legacies of 'The Limits to Growth' and the 'Planetary Boundaries' frameworks. Science is at the heart of our work. We rethink capitalism and move beyond GDP for a safe, secure and prosperous future in the Anthropocene.","Sandrine Dixson-Declève (Project Lead)
Owen Gaffney (Project Lead)
Per Espen Stoknes (Project Lead)
Till Kellerhoff (Project Lead)","Planetary, boundaries, transformational economics, capitalism, Anthropocene, ecological economics, wellbeing economics, degrowth, doughnut economics, green growth, empowerment, inequality, food systems, energy, poverty, models, gender, climate change, Stockholm+50, decolonising ","Zurich, Switzerland",https://www.earth4all.life/,,,info@earth4all.life,Active
62,Planetary Security Initiative,Research Centers & Networks,Cross-border Collaboration,Global,52.09929557,4.328892377,Planetary Security,Solutions & Politics,2015,"Climate change affects human security and can increase conflict risk. This issue gained prominence on high level international diplomatic and security policy agendas. Yet still more needs to be done to address risks on the ground. The Planetary Security Initiative (PSI) aims to catalyze action in affected contexts. PSI sets out best practices, strategic entry points and new approaches to reducing climate-related risks to conflict and stability, thus promoting sustainable peace in a changing climate.  ","Louise van Schaik (Coordinator)
Tobias von Lossow (Project Leader)
Maha Yassin (Outreach Officer)     ","Planetary, security, human security, climate crisis, sustainability, defense, decarbonize, conflict, governance, desertification, insecurity, peacebuilding, environmental justice, climate resilience, Stockholm+50","Planetary Security Initiative
Clingendael 7, 2597 VH Den Haag, Netherlands",https://www.planetarysecurityinitiative.org/,,,psi@clingendael.org,Active
63,World Resources Institute (WRI),Organizations & Associations,Cross-border Collaboration,Global,38.89919145,-77.00800178,Planetary Thinking,Solutions & Politics,1982,WRI’s mission is to move human society to live in ways that protect Earth’s environment and its capacity to provide for the needs and aspirations of current and future generations.,"James A. Harmon (Co-Chair)
David Blood (Co-Chair)
Susan Tierney (Vice Chair)
Pamela P. Flaherty (Vice Chair)","Planetary, public economics, restoration, planetary boundaries, food systems approach, planetary health, planetary costs, Stockhol+50, transformative, climate change, sustainability, climate justice","World Resources Institute
10 G Street, NE Suite 800
Washington, DC 20002, United States of America
",https://www.wri.org/,"""1 (202) 729 7600""","""1 (202) 280-1314""
",,Active
64,Stable Planet Alliance,Organizations & Associations,Cross-border Collaboration,Global,34.15815691,118.6380985,Planetary Justice,Solutions & Politics,2021,"The Stable Planet Alliance is a broad global coalition of like-minded, dynamic, respected organizations,  networks and people - all working to bend the curve on population and consumption.

We'll do this through transformative, ethical, empowering, norm-shifting public policies and public conversations. ","Phoebe Barnard (CEO and Co-Founder)
Peter Fiekowsky (Patron and Co-Founder)
Chris Tucker (Advisor and Co-Founder)","Planetary justice, indigenous, Anthropocene, Holocene, planetary metrics, climate change, hyperconsumption","23464 Calabasas Rd., Suite 201 Calabasas, CA 91302, USA",https://www.stableplanetalliance.org/,""" +1 360 914 2307""",,phoebe.barnard@stableplanetalliance.org,Active
65,Reforesting Minds,Organizations & Associations,South America,Brazil,-15.79241043,-47.88313426,Planetary Thinking,Indigenous Knowledge,2021,A movement based on Indigenous ancestry and wisdom which advocates a change in consciousness of the global population in relation to the planet.,"Célia Xakriabá (Leadership of Xakriabá people, Cerrado) ","Planetary consciousness, indigenous wisdom, ancestry, Reflorestarmentes","Articulação Nacional das Mulheres Indígenas Guerreiras da Ancestralidade (ANMIGA),
Brasilia, Brazil","https://apiboficial.org/2021/09/10/reflorestarmentes-de-sonhos-afetos-soma-solidariedade-ancestralidade-coletividade-e-historia/

(An official website could not be found)",,,,Active
66,Indigenous Rising,Organizations & Associations,Cross-border Collaboration,Global,47.47000783,-94.88000274,Planetary Thinking,Indigenous Knowledge,Unknown,"Indigenous peoples are rising up in solidarity to defend our rights as indigenous peoples; to protect the sacredness of, the territorial integrity of, and rights of (Grandmother) Mother Earth; and the rights of future generations. We are building solidarity from the Global South to the North to fulfill our sacred duties, listening to the teachings of our elders and the voices of our youth and women, to act wisely to carry out our responsibilities to enhance the health and respect the sacredness of Mother Earth, and to demand climate justice now. Indigenous Peoples will not stand idle as we tell the world the Earth is the source of life to be protected, not merely a resource to be exploited.",Tom Goldtooth (Executive Director),"Planetary thinking, planetary wellbeing, indigenous knowledge, climate justice","Indigenous Environmental Network
PO Box 485
Bemidji, MN 56619,
United States of America",https://indigenousrising.org/,"""(507) 412 7609""",,goldtoothgoldtooth@gmail.com,Active
67,Center for Native Peoples and the Environment - SUNY College of Environmental Science and Forestry,Research Centers & Networks,North America,USA,43.03534413,-76.13583401,"Indigenous Knowledge
 Planetary Stewardship",Indigenous Knowledge,Unknown,Our region is the home of two great intellectual traditions regarding stewardship of the earth: traditional ecological knowledge of Indigenous People and scientific ecological knowledge. The mission of the SUNY-ESF Center for Native Peoples and the Environment is to create programs that draw on the wisdom of both Indigenous and scientific knowledge in support of our shared goals of environmental sustainability.,"Robin Kimmerer (Director)
Neil Patterson Jr. (Assistant Director)","Indigenous knowledge, planetary thinking, planetary stewardship, Indigenous Peoples, ecological knowledge, enviornmental sustainability","SUNY ESF, Center for Native Peoples (CNPE),
241 Illick Hall,
1 Forestry Drive,
Syracuse, NY 13210, United States of America
 ",https://www.esf.edu/nativepeoples/,"""315 470 6870""",,cnpeinfo@esf.edu,Active
68,Kawsak Sacha,Organizations & Associations,South America,Equador,-1.486697891,-78.0001227,Planetary Thinking,Indigenous Knowledge,2018,"The Kawsak Sacha declaration is universal and proposes a legal recognition of the revindication for territorial rights and Mother Earth, which is necessary and essential for the balance of the planet and the preservation of life.

The mission of The Living Forest proposes a legal claim to the territorial rights and the nature for all the Native Peoples of the world.",Not listed,"Indigenous, planetary consciousness, Living Forest, territorial rights","Oficina de Coordinacion del Pueblo Originario Kichwa de Sarayaku
Calle Francisco de Orellana y General Villamil 160150
Puyo, Pastaza
Ecuador",https://kawsaksacha.org/,"""+593 328 8397""",,kawsak.sacha.sarayaku@gmail.com,Active
